CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13845,65,1,312.98,1,Segmen 2 (peringkat belanja 2)
13846,25,3,865.0600000000001,0,Segmen 1 (peringkat belanja 1)
13848,93,3,1255.0,1,Segmen 2 (peringkat belanja 2)
13849,52,2,1537.95,1,Segmen 2 (peringkat belanja 2)
13850,130,1,1595.48,1,Segmen 2 (peringkat belanja 2)
13851,96,3,2651.46,0,Segmen 1 (peringkat belanja 1)
13853,58,1,1090.14,1,Segmen 2 (peringkat belanja 2)
13854,9,25,8109.5199999999995,0,Segmen 1 (peringkat belanja 1)
13856,169,3,388.5,1,Segmen 2 (peringkat belanja 2)
13858,58,1,216.17,1,Segmen 2 (peringkat belanja 2)
13859,327,1,201.16,1,Segmen 2 (peringkat belanja 2)
13860,2,5,1245.9,0,Segmen 1 (peringkat belanja 1)
13862,19,8,2209.36,0,Segmen 1 (peringkat belanja 1)
13863,248,1,305.78,1,Segmen 2 (peringkat belanja 2)
13865,59,4,501.56,1,Segmen 2 (peringkat belanja 2)
13866,75,1,145.67000000000002,1,Segmen 2 (peringkat belanja 2)
13867,32,3,1005.09,0,Segmen 1 (peringkat belanja 1)
13868,8,2,3192.54,0,Segmen 1 (peringkat belanja 1)
13869,124,4,3083.65,0,Segmen 1 (peringkat belanja 1)
13870,3,8,2770.94,0,Segmen 1 (peringkat belanja 1)
13871,23,13,6403.25,0,Segmen 1 (peringkat belanja 1)
13873,120,3,389.6,1,Segmen 2 (peringkat belanja 2)
13874,359,1,540.45,1,Segmen 2 (peringkat belanja 2)
13875,54,5,1786.79,0,Segmen 1 (peringkat belanja 1)
13876,64,1,122.7,1,Segmen 2 (peringkat belanja 2)
13877,87,1,117.24,1,Segmen 2 (peringkat belanja 2)
13878,55,1,1271.57,1,Segmen 2 (peringkat belanja 2)
13880,22,13,3219.77,0,Segmen 1 (peringkat belanja 1)
13881,4,20,17159.52,0,Segmen 1 (peringkat belanja 1)
13882,3,5,1191.13,0,Segmen 1 (peringkat belanja 1)
13883,11,5,2674.48,0,Segmen 1 (peringkat belanja 1)
13884,8,5,787.6,0,Segmen 1 (peringkat belanja 1)
13885,190,2,506.8,1,Segmen 2 (peringkat belanja 2)
13886,72,1,243.56,1,Segmen 2 (peringkat belanja 2)
13887,205,1,349.55,1,Segmen 2 (peringkat belanja 2)
13888,120,2,595.67,1,Segmen 2 (peringkat belanja 2)
13889,93,1,416.90000000000003,1,Segmen 2 (peringkat belanja 2)
13890,2,10,1883.8100000000002,0,Segmen 1 (peringkat belanja 1)
13892,27,4,632.97,0,Segmen 1 (peringkat belanja 1)
13893,298,1,821.1,1,Segmen 2 (peringkat belanja 2)
13894,24,3,564.62,1,Segmen 2 (peringkat belanja 2)
13895,29,4,2593.07,0,Segmen 1 (peringkat belanja 1)
13897,51,1,311.16,1,Segmen 2 (peringkat belanja 2)
13898,326,1,155.93,1,Segmen 2 (peringkat belanja 2)
13899,17,2,388.52,1,Segmen 2 (peringkat belanja 2)
13900,184,3,740.95,1,Segmen 2 (peringkat belanja 2)
13901,73,5,2867.2,0,Segmen 1 (peringkat belanja 1)
13904,38,2,332.64,1,Segmen 2 (peringkat belanja 2)
13908,80,4,2369.55,0,Segmen 1 (peringkat belanja 1)
13911,58,9,2580.91,0,Segmen 1 (peringkat belanja 1)
13914,12,2,626.45,1,Segmen 2 (peringkat belanja 2)
13917,50,2,272.04,1,Segmen 2 (peringkat belanja 2)
13918,50,2,1212.8400000000001,1,Segmen 2 (peringkat belanja 2)
13919,60,2,384.81,1,Segmen 2 (peringkat belanja 2)
13922,352,1,172.25,1,Segmen 2 (peringkat belanja 2)
13923,54,1,351.13,1,Segmen 2 (peringkat belanja 2)
13924,2,6,1838.8500000000001,0,Segmen 1 (peringkat belanja 1)
13925,93,4,678.25,1,Segmen 2 (peringkat belanja 2)
13926,24,1,223.85000000000002,1,Segmen 2 (peringkat belanja 2)
13927,75,1,348.99,1,Segmen 2 (peringkat belanja 2)
13928,11,4,464.57,0,Segmen 1 (peringkat belanja 1)
13929,170,2,842.65,1,Segmen 2 (peringkat belanja 2)
13930,58,2,337.34,1,Segmen 2 (peringkat belanja 2)
13931,96,2,1237.53,1,Segmen 2 (peringkat belanja 2)
13932,295,1,307.4,1,Segmen 2 (peringkat belanja 2)
13933,110,2,608.7900000000001,1,Segmen 2 (peringkat belanja 2)
13934,264,1,922.1,1,Segmen 2 (peringkat belanja 2)
13936,180,1,376.58,1,Segmen 2 (peringkat belanja 2)
13937,170,1,158.85,1,Segmen 2 (peringkat belanja 2)
13938,36,1,71.66,1,Segmen 2 (peringkat belanja 2)
13939,24,3,568.55,1,Segmen 2 (peringkat belanja 2)
13940,18,4,839.14,0,Segmen 1 (peringkat belanja 1)
13941,22,5,5112.96,0,Segmen 1 (peringkat belanja 1)
13946,80,3,561.5699999999999,1,Segmen 2 (peringkat belanja 2)
13947,66,1,90.6,1,Segmen 2 (peringkat belanja 2)
13948,361,1,102.0,1,Segmen 2 (peringkat belanja 2)
13949,3,6,2427.32,0,Segmen 1 (peringkat belanja 1)
13950,12,4,745.06,0,Segmen 1 (peringkat belanja 1)
13951,177,3,674.45,1,Segmen 2 (peringkat belanja 2)
13952,218,2,3251.071,1,Segmen 2 (peringkat belanja 2)
13953,8,7,3515.68,0,Segmen 1 (peringkat belanja 1)
13954,2,2,439.92,0,Segmen 1 (peringkat belanja 1)
13955,155,2,322.96,1,Segmen 2 (peringkat belanja 2)
13956,6,5,1019.27,0,Segmen 1 (peringkat belanja 1)
13959,80,3,594.04,1,Segmen 2 (peringkat belanja 2)
13960,22,2,230.22,1,Segmen 2 (peringkat belanja 2)
13962,22,2,169.55,1,Segmen 2 (peringkat belanja 2)
13963,309,4,664.54,1,Segmen 2 (peringkat belanja 2)
13967,146,1,80.7,1,Segmen 2 (peringkat belanja 2)
13969,8,18,9024.17,0,Segmen 1 (peringkat belanja 1)
13971,19,8,2758.26,0,Segmen 1 (peringkat belanja 1)
13972,71,2,190.25,1,Segmen 2 (peringkat belanja 2)
13973,288,1,264.7,1,Segmen 2 (peringkat belanja 2)
13974,50,1,413.59000000000003,1,Segmen 2 (peringkat belanja 2)
13975,32,6,2461.2400000000002,0,Segmen 1 (peringkat belanja 1)
13976,207,1,357.98,1,Segmen 2 (peringkat belanja 2)
13978,15,2,196.79000000000002,1,Segmen 2 (peringkat belanja 2)
13979,74,1,869.87,1,Segmen 2 (peringkat belanja 2)
13980,61,1,200.14,1,Segmen 2 (peringkat belanja 2)
13982,40,4,1871.81,0,Segmen 1 (peringkat belanja 1)
13983,30,12,2603.43,0,Segmen 1 (peringkat belanja 1)
13984,27,5,920.51,0,Segmen 1 (peringkat belanja 1)
13985,5,15,7060.13,0,Segmen 1 (peringkat belanja 1)
13986,18,1,320.46,1,Segmen 2 (peringkat belanja 2)
13988,20,6,4147.96,0,Segmen 1 (peringkat belanja 1)
13989,66,2,1266.08,1,Segmen 2 (peringkat belanja 2)
13990,214,1,311.3,1,Segmen 2 (peringkat belanja 2)
13991,13,6,852.88,0,Segmen 1 (peringkat belanja 1)
13992,31,1,76.8,1,Segmen 2 (peringkat belanja 2)
13993,43,9,3466.36,0,Segmen 1 (peringkat belanja 1)
13994,4,6,2274.14,0,Segmen 1 (peringkat belanja 1)
13995,16,5,1393.69,0,Segmen 1 (peringkat belanja 1)
13999,11,12,3901.81,0,Segmen 1 (peringkat belanja 1)
14000,212,1,635.66,1,Segmen 2 (peringkat belanja 2)
14001,46,3,2043.0800000000002,0,Segmen 1 (peringkat belanja 1)
14002,135,2,529.73,1,Segmen 2 (peringkat belanja 2)
14004,44,7,4582.64,0,Segmen 1 (peringkat belanja 1)
14005,10,5,2874.72,0,Segmen 1 (peringkat belanja 1)
14006,116,3,962.19,1,Segmen 2 (peringkat belanja 2)
14009,199,2,695.61,1,Segmen 2 (peringkat belanja 2)
14012,278,1,328.8,1,Segmen 2 (peringkat belanja 2)
14013,111,3,473.02,1,Segmen 2 (peringkat belanja 2)
14014,78,1,505.18,1,Segmen 2 (peringkat belanja 2)
14015,53,1,917.34,1,Segmen 2 (peringkat belanja 2)
14016,162,4,4341.21,0,Segmen 1 (peringkat belanja 1)
14019,47,3,1421.61,0,Segmen 1 (peringkat belanja 1)
14020,17,2,642.8,1,Segmen 2 (peringkat belanja 2)
14021,156,3,631.9,1,Segmen 2 (peringkat belanja 2)
14022,226,1,440.0,1,Segmen 2 (peringkat belanja 2)
14023,8,2,584.07,0,Segmen 1 (peringkat belanja 1)
14024,122,2,327.7,1,Segmen 2 (peringkat belanja 2)
14027,61,1,104.82,1,Segmen 2 (peringkat belanja 2)
14029,64,2,467.66,1,Segmen 2 (peringkat belanja 2)
14030,19,8,2358.84,0,Segmen 1 (peringkat belanja 1)
14031,8,19,17286.86,0,Segmen 1 (peringkat belanja 1)
14032,3,11,2975.59,0,Segmen 1 (peringkat belanja 1)
14034,23,3,648.89,1,Segmen 2 (peringkat belanja 2)
14035,29,5,1428.02,0,Segmen 1 (peringkat belanja 1)
14036,285,1,626.65,1,Segmen 2 (peringkat belanja 2)
14037,177,2,147.20000000000002,1,Segmen 2 (peringkat belanja 2)
14038,79,3,1560.38,1,Segmen 2 (peringkat belanja 2)
14039,34,1,152.2,1,Segmen 2 (peringkat belanja 2)
14040,41,12,3560.32,0,Segmen 1 (peringkat belanja 1)
14041,267,1,141.41,1,Segmen 2 (peringkat belanja 2)
14044,27,4,646.42,0,Segmen 1 (peringkat belanja 1)
14045,110,4,1659.75,1,Segmen 2 (peringkat belanja 2)
14046,285,1,154.99,1,Segmen 2 (peringkat belanja 2)
14047,9,5,1308.6100000000001,0,Segmen 1 (peringkat belanja 1)
14048,306,1,409.93,1,Segmen 2 (peringkat belanja 2)
14049,17,4,5578.72,0,Segmen 1 (peringkat belanja 1)
14050,32,2,746.36,1,Segmen 2 (peringkat belanja 2)
14051,1,23,15610.390000000001,0,Segmen 1 (peringkat belanja 1)
14052,20,1,225.36,1,Segmen 2 (peringkat belanja 2)
14053,125,2,260.25,1,Segmen 2 (peringkat belanja 2)
14054,66,1,92.46,1,Segmen 2 (peringkat belanja 2)
14055,107,1,725.6400000000001,1,Segmen 2 (peringkat belanja 2)
14056,2,23,8152.71,0,Segmen 1 (peringkat belanja 1)
14057,24,17,6211.66,0,Segmen 1 (peringkat belanja 1)
14059,267,1,183.6,1,Segmen 2 (peringkat belanja 2)
14060,5,19,6140.42,0,Segmen 1 (peringkat belanja 1)
14062,10,12,10464.85,0,Segmen 1 (peringkat belanja 1)
14064,30,5,1334.34,0,Segmen 1 (peringkat belanja 1)
14066,267,1,152.55,1,Segmen 2 (peringkat belanja 2)
14067,64,2,374.7,1,Segmen 2 (peringkat belanja 2)
14068,321,1,265.85,1,Segmen 2 (peringkat belanja 2)
14071,4,8,1437.57,0,Segmen 1 (peringkat belanja 1)
14073,33,1,151.04,1,Segmen 2 (peringkat belanja 2)
14075,5,3,942.26,0,Segmen 1 (peringkat belanja 1)
14076,130,1,118.67,1,Segmen 2 (peringkat belanja 2)
14077,41,5,499.41999999999996,1,Segmen 2 (peringkat belanja 2)
14078,102,6,1049.37,0,Segmen 1 (peringkat belanja 1)
14079,125,1,375.1,1,Segmen 2 (peringkat belanja 2)
14080,33,1,45.599999999999994,1,Segmen 2 (peringkat belanja 2)
14081,303,2,921.62,1,Segmen 2 (peringkat belanja 2)
14082,365,1,182.25,1,Segmen 2 (peringkat belanja 2)
14083,5,9,1002.9,0,Segmen 1 (peringkat belanja 1)
14085,3,18,4421.29,0,Segmen 1 (peringkat belanja 1)
14087,3,1,191.47,1,Segmen 2 (peringkat belanja 2)
14088,11,13,50491.81,0,Segmen 1 (peringkat belanja 1)
14089,57,1,158.75,1,Segmen 2 (peringkat belanja 2)
14090,325,1,76.32000000000001,1,Segmen 2 (peringkat belanja 2)
14092,8,14,4076.91,0,Segmen 1 (peringkat belanja 1)
14093,13,1,433.86,1,Segmen 2 (peringkat belanja 2)
14096,5,17,65164.79,0,Segmen 1 (peringkat belanja 1)
14098,37,1,147.35,1,Segmen 2 (peringkat belanja 2)
14099,17,11,3104.17,0,Segmen 1 (peringkat belanja 1)
14100,138,1,191.95000000000002,1,Segmen 2 (peringkat belanja 2)
14101,74,6,5976.79,0,Segmen 1 (peringkat belanja 1)
14102,6,5,1105.8799999999999,0,Segmen 1 (peringkat belanja 1)
14104,155,2,216.20999999999998,1,Segmen 2 (peringkat belanja 2)
14105,240,1,1266.23,1,Segmen 2 (peringkat belanja 2)
14107,52,7,2703.23,0,Segmen 1 (peringkat belanja 1)
14108,31,2,597.91,1,Segmen 2 (peringkat belanja 2)
14109,73,1,144.2,1,Segmen 2 (peringkat belanja 2)
14110,4,12,5683.15,0,Segmen 1 (peringkat belanja 1)
14111,15,4,692.85,0,Segmen 1 (peringkat belanja 1)
14112,23,7,2915.15,0,Segmen 1 (peringkat belanja 1)
14113,4,4,1840.42,0,Segmen 1 (peringkat belanja 1)
14114,274,2,386.53,1,Segmen 2 (peringkat belanja 2)
14116,20,5,1382.74,0,Segmen 1 (peringkat belanja 1)
14117,144,1,90.0,1,Segmen 2 (peringkat belanja 2)
14121,4,4,2780.15,0,Segmen 1 (peringkat belanja 1)
14124,85,1,419.58000000000004,1,Segmen 2 (peringkat belanja 2)
14125,11,3,2720.63,0,Segmen 1 (peringkat belanja 1)
14126,8,3,706.1300000000001,0,Segmen 1 (peringkat belanja 1)
14127,123,3,709.71,1,Segmen 2 (peringkat belanja 2)
14128,61,2,637.5,1,Segmen 2 (peringkat belanja 2)
14129,2,5,1123.8600000000001,0,Segmen 1 (peringkat belanja 1)
14130,320,1,480.91,1,Segmen 2 (peringkat belanja 2)
14132,3,11,3586.0299999999997,0,Segmen 1 (peringkat belanja 1)
14133,130,3,605.64,1,Segmen 2 (peringkat belanja 2)
14135,2,15,4690.31,0,Segmen 1 (peringkat belanja 1)
14138,2,2,965.8800000000001,0,Segmen 1 (peringkat belanja 1)
14139,47,1,415.82,1,Segmen 2 (peringkat belanja 2)
14140,4,2,935.05,0,Segmen 1 (peringkat belanja 1)
14141,3,4,915.13,0,Segmen 1 (peringkat belanja 1)
14142,374,1,311.81,1,Segmen 2 (peringkat belanja 2)
14143,134,1,115.8,1,Segmen 2 (peringkat belanja 2)
14145,47,4,3742.2,0,Segmen 1 (peringkat belanja 1)
14146,9,5,4191.0,0,Segmen 1 (peringkat belanja 1)
14147,79,2,483.4,1,Segmen 2 (peringkat belanja 2)
14148,234,1,157.2,1,Segmen 2 (peringkat belanja 2)
14149,221,1,446.62,1,Segmen 2 (peringkat belanja 2)
14150,36,2,658.64,1,Segmen 2 (peringkat belanja 2)
14152,76,2,621.29,1,Segmen 2 (peringkat belanja 2)
14154,240,2,1345.62,1,Segmen 2 (peringkat belanja 2)
14155,267,1,118.75,1,Segmen 2 (peringkat belanja 2)
14156,10,55,117210.08,0,Segmen 1 (peringkat belanja 1)
14157,20,2,424.89000000000004,1,Segmen 2 (peringkat belanja 2)
14158,41,1,507.66,1,Segmen 2 (peringkat belanja 2)
14159,20,11,4630.35,0,Segmen 1 (peringkat belanja 1)
14161,216,3,1097.6200000000001,1,Segmen 2 (peringkat belanja 2)
14162,174,2,289.36,1,Segmen 2 (peringkat belanja 2)
14163,88,4,2445.91,0,Segmen 1 (peringkat belanja 1)
14164,71,2,1631.77,1,Segmen 2 (peringkat belanja 2)
14165,276,1,120.44,1,Segmen 2 (peringkat belanja 2)
14167,40,4,562.59,1,Segmen 2 (peringkat belanja 2)
14171,99,1,363.79,1,Segmen 2 (peringkat belanja 2)
14173,11,4,450.84,0,Segmen 1 (peringkat belanja 1)
14174,34,1,134.46,1,Segmen 2 (peringkat belanja 2)
14175,60,3,3222.3,0,Segmen 1 (peringkat belanja 1)
14176,298,4,576.9000000000001,1,Segmen 2 (peringkat belanja 2)
14177,87,4,549.46,1,Segmen 2 (peringkat belanja 2)
14178,9,7,1600.26,0,Segmen 1 (peringkat belanja 1)
14179,41,2,701.57,1,Segmen 2 (peringkat belanja 2)
14180,11,25,4748.52,0,Segmen 1 (peringkat belanja 1)
14184,67,1,452.89,1,Segmen 2 (peringkat belanja 2)
14185,332,1,197.65,1,Segmen 2 (peringkat belanja 2)
14188,31,6,2054.36,0,Segmen 1 (peringkat belanja 1)
14189,3,15,4654.08,0,Segmen 1 (peringkat belanja 1)
14191,2,13,4684.76,0,Segmen 1 (peringkat belanja 1)
14193,68,2,853.39,1,Segmen 2 (peringkat belanja 2)
14194,5,21,11349.52,0,Segmen 1 (peringkat belanja 1)
14195,202,2,1012.0,1,Segmen 2 (peringkat belanja 2)
14196,107,1,335.52,1,Segmen 2 (peringkat belanja 2)
14198,19,4,701.4,0,Segmen 1 (peringkat belanja 1)
14199,219,1,185.39999999999998,1,Segmen 2 (peringkat belanja 2)
14201,61,7,747.44,0,Segmen 1 (peringkat belanja 1)
14204,3,1,150.61,1,Segmen 2 (peringkat belanja 2)
14205,17,2,466.7,1,Segmen 2 (peringkat belanja 2)
14206,240,1,328.15999999999997,1,Segmen 2 (peringkat belanja 2)
14208,95,1,151.74,1,Segmen 2 (peringkat belanja 2)
14209,11,6,2073.43,0,Segmen 1 (peringkat belanja 1)
14210,106,6,1905.8400000000001,0,Segmen 1 (peringkat belanja 1)
14211,54,9,2241.1,0,Segmen 1 (peringkat belanja 1)
14212,90,1,1070.48,1,Segmen 2 (peringkat belanja 2)
14214,31,5,1004.38,0,Segmen 1 (peringkat belanja 1)
14215,12,6,1789.72,0,Segmen 1 (peringkat belanja 1)
14216,4,4,1839.3,0,Segmen 1 (peringkat belanja 1)
14217,2,17,2004.98,0,Segmen 1 (peringkat belanja 1)
14218,43,1,169.48000000000002,1,Segmen 2 (peringkat belanja 2)
14219,5,1,89.94,1,Segmen 2 (peringkat belanja 2)
14220,248,2,632.4,1,Segmen 2 (peringkat belanja 2)
14221,43,9,3432.8,0,Segmen 1 (peringkat belanja 1)
14222,178,1,683.17,1,Segmen 2 (peringkat belanja 2)
14223,93,3,991.13,1,Segmen 2 (peringkat belanja 2)
14224,111,4,1009.73,1,Segmen 2 (peringkat belanja 2)
14226,29,5,2214.79,0,Segmen 1 (peringkat belanja 1)
14227,27,10,3350.96,0,Segmen 1 (peringkat belanja 1)
14229,52,3,1547.2,0,Segmen 1 (peringkat belanja 1)
14231,184,3,925.71,1,Segmen 2 (peringkat belanja 2)
14232,43,5,2048.07,0,Segmen 1 (peringkat belanja 1)
14233,50,4,1462.72,0,Segmen 1 (peringkat belanja 1)
14234,23,4,754.12,0,Segmen 1 (peringkat belanja 1)
14235,76,5,3144.86,0,Segmen 1 (peringkat belanja 1)
14236,81,2,490.86,1,Segmen 2 (peringkat belanja 2)
14237,374,1,161.0,1,Segmen 2 (peringkat belanja 2)
14238,327,1,146.85,1,Segmen 2 (peringkat belanja 2)
14239,44,11,2380.85,0,Segmen 1 (peringkat belanja 1)
14240,31,2,890.34,1,Segmen 2 (peringkat belanja 2)
14241,184,1,213.70000000000002,1,Segmen 2 (peringkat belanja 2)
14242,235,2,280.55,1,Segmen 2 (peringkat belanja 2)
14243,9,10,2588.77,0,Segmen 1 (peringkat belanja 1)
14245,220,2,1693.45,1,Segmen 2 (peringkat belanja 2)
14246,111,3,1474.06,1,Segmen 2 (peringkat belanja 2)
14247,279,1,136.76999999999998,1,Segmen 2 (peringkat belanja 2)
14248,319,1,302.58,1,Segmen 2 (peringkat belanja 2)
14250,8,3,1904.05,0,Segmen 1 (peringkat belanja 1)
14251,2,5,2879.7000000000003,0,Segmen 1 (peringkat belanja 1)
14256,261,2,969.0600000000001,1,Segmen 2 (peringkat belanja 2)
14257,65,5,3099.7200000000003,0,Segmen 1 (peringkat belanja 1)
14258,10,9,12669.98,0,Segmen 1 (peringkat belanja 1)
14259,142,1,120.0,1,Segmen 2 (peringkat belanja 2)
14261,51,2,1163.45,1,Segmen 2 (peringkat belanja 2)
14262,9,8,2618.23,0,Segmen 1 (peringkat belanja 1)
14264,155,2,333.97,1,Segmen 2 (peringkat belanja 2)
14265,110,2,530.18,1,Segmen 2 (peringkat belanja 2)
14267,163,3,1516.24,1,Segmen 2 (peringkat belanja 2)
14270,332,1,492.65000000000003,1,Segmen 2 (peringkat belanja 2)
14271,226,1,112.32,1,Segmen 2 (peringkat belanja 2)
14272,74,2,437.96,1,Segmen 2 (peringkat belanja 2)
14273,52,4,559.97,1,Segmen 2 (peringkat belanja 2)
14276,99,3,1119.74,1,Segmen 2 (peringkat belanja 2)
14277,16,3,4188.0,0,Segmen 1 (peringkat belanja 1)
14280,197,1,134.04,1,Segmen 2 (peringkat belanja 2)
14282,4,15,3701.44,0,Segmen 1 (peringkat belanja 1)
14284,31,2,595.25,1,Segmen 2 (peringkat belanja 2)
14285,22,4,1910.01,0,Segmen 1 (peringkat belanja 1)
14286,24,3,4628.75,0,Segmen 1 (peringkat belanja 1)
14287,9,3,176.63,1,Segmen 2 (peringkat belanja 2)
14288,214,1,426.6,1,Segmen 2 (peringkat belanja 2)
14289,9,6,911.26,0,Segmen 1 (peringkat belanja 1)
14290,12,5,2314.65,0,Segmen 1 (peringkat belanja 1)
14291,2,11,3883.25,0,Segmen 1 (peringkat belanja 1)
14292,8,9,4871.93,0,Segmen 1 (peringkat belanja 1)
14293,4,4,1046.56,0,Segmen 1 (peringkat belanja 1)
14295,41,1,166.20000000000002,1,Segmen 2 (peringkat belanja 2)
14297,18,4,1305.33,0,Segmen 1 (peringkat belanja 1)
14298,9,44,51527.3,0,Segmen 1 (peringkat belanja 1)
14299,9,9,3965.62,0,Segmen 1 (peringkat belanja 1)
14300,19,1,43.2,1,Segmen 2 (peringkat belanja 2)
14301,118,1,640.14,1,Segmen 2 (peringkat belanja 2)
14304,223,1,383.45,1,Segmen 2 (peringkat belanja 2)
14305,72,3,1858.96,0,Segmen 1 (peringkat belanja 1)
14306,52,2,2093.32,1,Segmen 2 (peringkat belanja 2)
14307,89,6,2995.72,0,Segmen 1 (peringkat belanja 1)
14309,9,9,2352.53,0,Segmen 1 (peringkat belanja 1)
14311,243,1,310.26,1,Segmen 2 (peringkat belanja 2)
14312,47,6,1611.59,0,Segmen 1 (peringkat belanja 1)
14314,107,1,120.0,1,Segmen 2 (peringkat belanja 2)
14315,45,6,2481.13,0,Segmen 1 (peringkat belanja 1)
14317,65,1,508.58000000000004,1,Segmen 2 (peringkat belanja 2)
14320,207,2,477.79,1,Segmen 2 (peringkat belanja 2)
14321,11,5,1530.75,0,Segmen 1 (peringkat belanja 1)
14323,115,2,605.0600000000001,1,Segmen 2 (peringkat belanja 2)
14326,243,1,183.85,1,Segmen 2 (peringkat belanja 2)
14327,164,1,311.65,1,Segmen 2 (peringkat belanja 2)
14329,18,7,4975.24,0,Segmen 1 (peringkat belanja 1)
14331,125,2,462.65999999999997,1,Segmen 2 (peringkat belanja 2)
14332,23,3,840.21,0,Segmen 1 (peringkat belanja 1)
14333,68,1,415.2,1,Segmen 2 (peringkat belanja 2)
14334,17,8,2552.21,0,Segmen 1 (peringkat belanja 1)
14335,17,2,454.86,1,Segmen 2 (peringkat belanja 2)
14336,17,4,1614.91,0,Segmen 1 (peringkat belanja 1)
14338,162,2,588.22,1,Segmen 2 (peringkat belanja 2)
14339,243,1,309.52,1,Segmen 2 (peringkat belanja 2)
14340,219,1,134.7,1,Segmen 2 (peringkat belanja 2)
14341,46,8,2166.98,0,Segmen 1 (peringkat belanja 1)
14342,22,4,668.5600000000001,0,Segmen 1 (peringkat belanja 1)
14344,128,8,889.9300000000001,0,Segmen 1 (peringkat belanja 1)
14345,39,1,108.97999999999999,1,Segmen 2 (peringkat belanja 2)
14346,121,2,1021.58,1,Segmen 2 (peringkat belanja 2)
14348,261,1,409.57,1,Segmen 2 (peringkat belanja 2)
14349,11,1,133.5,1,Segmen 2 (peringkat belanja 2)
14350,275,1,282.93,1,Segmen 2 (peringkat belanja 2)
14351,165,1,51.0,1,Segmen 2 (peringkat belanja 2)
14352,158,4,1078.96,1,Segmen 2 (peringkat belanja 2)
14353,216,1,90.6,1,Segmen 2 (peringkat belanja 2)
14354,6,2,163.62,1,Segmen 2 (peringkat belanja 2)
14355,366,1,174.4,1,Segmen 2 (peringkat belanja 2)
14356,80,2,701.23,1,Segmen 2 (peringkat belanja 2)
14357,44,1,225.12,1,Segmen 2 (peringkat belanja 2)
14359,20,3,912.18,0,Segmen 1 (peringkat belanja 1)
14360,32,4,2118.03,0,Segmen 1 (peringkat belanja 1)
14362,23,1,151.5,1,Segmen 2 (peringkat belanja 2)
14364,109,8,3717.35,0,Segmen 1 (peringkat belanja 1)
14367,9,16,9227.82,0,Segmen 1 (peringkat belanja 1)
14368,320,1,155.0,1,Segmen 2 (peringkat belanja 2)
14371,296,1,100.5,1,Segmen 2 (peringkat belanja 2)
14373,359,1,76.55,1,Segmen 2 (peringkat belanja 2)
14375,186,1,235.56,1,Segmen 2 (peringkat belanja 2)
14377,192,2,617.05,1,Segmen 2 (peringkat belanja 2)
14379,45,2,348.1,1,Segmen 2 (peringkat belanja 2)
14381,53,1,202.68,1,Segmen 2 (peringkat belanja 2)
14382,27,1,615.49,1,Segmen 2 (peringkat belanja 2)
14383,39,3,1247.69,0,Segmen 1 (peringkat belanja 1)
14385,10,3,202.11,1,Segmen 2 (peringkat belanja 2)
14386,297,1,142.4,1,Segmen 2 (peringkat belanja 2)
14387,33,3,1727.6,0,Segmen 1 (peringkat belanja 1)
14388,11,8,3212.84,0,Segmen 1 (peringkat belanja 1)
14389,66,2,1043.46,1,Segmen 2 (peringkat belanja 2)
14390,11,9,4642.57,0,Segmen 1 (peringkat belanja 1)
14393,219,1,67.95,1,Segmen 2 (peringkat belanja 2)
14395,3,9,3479.91,0,Segmen 1 (peringkat belanja 1)
14396,66,2,487.99,1,Segmen 2 (peringkat belanja 2)
14397,3,19,2612.96,0,Segmen 1 (peringkat belanja 1)
14400,150,1,574.7,1,Segmen 2 (peringkat belanja 2)
14401,5,13,4051.48,0,Segmen 1 (peringkat belanja 1)
14403,131,4,1475.81,1,Segmen 2 (peringkat belanja 2)
14404,34,6,1449.32,0,Segmen 1 (peringkat belanja 1)
14406,120,1,156.75,1,Segmen 2 (peringkat belanja 2)
14407,108,6,2157.73,0,Segmen 1 (peringkat belanja 1)
14408,11,7,2599.03,0,Segmen 1 (peringkat belanja 1)
14409,72,6,2059.4500000000003,0,Segmen 1 (peringkat belanja 1)
14410,93,9,1100.27,0,Segmen 1 (peringkat belanja 1)
14411,311,1,1063.0,1,Segmen 2 (peringkat belanja 2)
14412,43,2,770.03,1,Segmen 2 (peringkat belanja 2)
14413,363,1,121.05,1,Segmen 2 (peringkat belanja 2)
14414,92,7,1496.98,0,Segmen 1 (peringkat belanja 1)
14415,2,13,5855.57,0,Segmen 1 (peringkat belanja 1)
14416,23,2,490.22,1,Segmen 2 (peringkat belanja 2)
14418,4,3,1937.25,0,Segmen 1 (peringkat belanja 1)
14419,11,6,1051.79,0,Segmen 1 (peringkat belanja 1)
14420,100,1,387.52,1,Segmen 2 (peringkat belanja 2)
14421,58,2,813.11,1,Segmen 2 (peringkat belanja 2)
14422,1,6,4263.64,0,Segmen 1 (peringkat belanja 1)
14423,219,1,265.2,1,Segmen 2 (peringkat belanja 2)
14424,18,1,322.08,1,Segmen 2 (peringkat belanja 2)
14426,24,10,4481.67,0,Segmen 1 (peringkat belanja 1)
14427,51,2,363.34000000000003,1,Segmen 2 (peringkat belanja 2)
14428,8,5,1224.06,0,Segmen 1 (peringkat belanja 1)
14431,303,1,470.36,1,Segmen 2 (peringkat belanja 2)
14432,10,6,2248.5,0,Segmen 1 (peringkat belanja 1)
14434,22,6,1372.8,0,Segmen 1 (peringkat belanja 1)
